Panegiryk to utwór pochwalny czy szyderczy?	pochwalny
Z którego kontynentu pochodzą frezje?	z Afryki
Czego według przysłowia wart jest pac?	pałaca
W którym mieście znajduje się muzeum im. Jacka Malczewskiego?	Radom
Tonsura to szata czy sposób golenia głowy?	sposób golenia głowy
W ekonomii określenie uzyskania przychodu z kapitału to inaczej odcinanie czego?	kuponów
Jak nazywają się papierowe zwitki do zawijania loków?	papiloty
W delcie której rzeki leży miasto Sankt Petersburg?	Newy
Od którego roku Alaska funkcjonuje jako samodzielny stan?	od 1959
Z iloma państwami graniczyła Polska w 1989 r. (nie licząc granicy morskiej)?	z trzema	3
Jak nazywa się niekonwencjonalna metoda leczenia polegająca na uciskaniu określonych punktów na ciele pacjenta?	akupresura
Jak nazywa się kobieta we frygijskiej czapce, symbol Francji?	Marianna
Przedstawicielem którego nurtu w literaturze był Emil Zola?	naturalizmu
Jak nazywała się autorka powieści kryminalnych, twórczyni postaci Herkulesa Poirota?	Agata Christie
W której europejskiej stolicy możemy zwiedzać Muzeum Pergamońskie?	w Berlinie
Jak z łaciny nazywamy przemianę materii?	metabolizm
Jak nazywa się trzyminutowy okres walki w boksie zawodowym?	runda
Śpiewamy: „Poszła Karolinka do Gogolina”. Z jakiego regionu wywodzi się Karolina?	ze Śląska
Gdzie ma duszę człowiek, który się boi?	na ramieniu
Jakim mianem określa się 12 wybranych uczniów Jezusa?	apostołowie
Z którego polskiego utworu pochodzą słowa: „wprzódy w morzu wyschnie woda niźli u nas będzie zgoda”?	z „Zemsty”
Jak nazywał się pierwszy przedstawiciel dynastii jagiellońskiej?	Władysław Jagiełło
Co oznacza „Opus Magnum”?	wielkie dzieło
W którym wieku żył Henryk Wieniawski?	w XIX	19
Czyje imię nosił lotniczy Dywizjon 303?	Tadeusza Kościuszki
Jak nazywa się piosenka śpiewana w celu uśpienia dziecka?	kołysanka
Jak nazywa się tajemnicza istota nieznanego pochodzenia, człowiek śniegu?	Yeti
W którym roku powstał Grób Nieznanego Żołnierza w Warszawie?	w 1925
Kogo udusił Herakles przez podniesienie go w górę?	Anteusz
Jak z łaciny nazywamy przedłużenie okresu ważności umowy albo odroczenie terminu realizacji zobowiązania?	prolongata
Jak nazywała się włoska odmiana westernu, której twórcą był Sergio Leone?	spaghetti western
Założycielem którego ruchu był Robert Baden-Powell?	skautingu
Który organ mieści się w worku osierdziowym?	serce
Kto zagrał główną rolę w filmie „Ostatnie tango w Paryżu”?	Marlon Brando
Jaki węglowodór jest głównym składnikiem gazu błotnego?	metan
Jakie zwierzę widnieje w godle Wenecji?	lew
Ile symetralnych ma odcinek?	jedną	1
Czy foki żyją tylko w morzach i oceanach czy także w jeziorach?	także w jeziorach
Jak nazywa się największy gatunek pingwina?	pingwin cesarski
Czy splin oraz chandra to to samo?	tak
Jak zginął uczony Lavoisier?	został ścięty na gilotynie
Jak nazywa się jednostka natężenia dźwięku równa 1/10 bela?	decybel
Jak nazywa się instrument muzyczny i ogon cietrzewia?	lira
Kto jest głową państwa na Jamajce?	Elżbieta II	królowa brytyjska
Czym zabijał legendarny Bazyliszek?	spojrzeniem	wzrokiem
Częścią którego oceanu jest Morze Żółte?	Oceanu Spokojnego	Pacyfiku
Amazonka rudawa to gatunek mrówki czy pszczoły?	mrówki
Jak po polsku określany jest gatunek literatury, który po angielsku nazywamy science fiction?	fantastyka naukowa
Jaki jeszcze kolor, oprócz żółtego i czerwonego, znajduje się na litewskiej fladze?	zielony
Z jakiego języka pochodzi słowo strajk?	z angielskiego
Jak nazywał się wielki turecki bęben?	taraban
Obręcz z plastiku, którą wprawia się w ruch obrotowy ruchem bioder to...?	hula-hoop
Jedna z mitycznych gorgon oraz jamochłon morski mają wspólną nazwę?	Meduza
Czy Kapadocja i Langwedocja to krainy historyczne leżące w tym samym państwie?	nie
Z którego państwa pochodził Bob Marley?	z Jamajki
Które ciało niebieskie podczas zaćmienie Księżyca rzuca cień na naszego satelitę?	Ziemia
Jak nazywała się starożytna gwardia przyboczna cesarza rzymskiego?	pretorianie
Czy antylopa gnu ma rogi?	tak
Nad którą zatoką leży Katar?	nad Zatoką Perską
Które zwierzę według przysłowia chodzi swoimi własnymi ścieżkami?	kot
Jak miał na imię ojciec Edypa?	Lajos
W którym miesiącu przypada setny dzień roku?	w kwietniu
Który biegun Ziemi Roald Amundsen zdobył w grudniu 1912 r.?	południowy
Czy szop pracz jest drapieżnikiem?	tak
W którym mieście działał Skamander?	w Warszawie
Jarmuż to tradycyjne danie ukraińskie, roślina czy część ubrania chasydów?	roślina
Czyją żoną w „Ziemi obiecanej” była madame Miller?	Borowieckiego
W której części Dziadów Mickiewicz zawarł „List do przyjaciół Moskali”?	w III	3
W której europejskiej stolicy na Placu Zgody stoi Obelisk z Luksoru?	Paryż
Czy jamochłony żyją w środowisku lądowym?	nie
W którym mieście stoi hala widowiskowo-sportowa zwana Spodkiem?	w Katowicach
Kto po śmierci Wincentego Witosa stanął na czele PSL?	Stanisław Mikołajczyk
Maltańczyki to rasa których zwierząt domowych?	psów
Dolne kły dzika to szable, a jak nazywają się w gwarze myśliwskiej górne kły dzika?	fajki
Jak nazywa się pomnik przedstawiający posąg kobiety trzymającej płonącą pochodnię i tablicę z Deklaracją Niepodległości USA?	Statua Wolności
Jak wabił się pierwszy pies w kosmosie?	Łajka
Z której rośliny wytwarzany jest olej arachidowy?	z orzeszków ziemnych
Jaką postać zagrał Clark Gable w filmie „Przeminęło z wiatrem”?	Rhett Butler
Czy Alfred Nobel wynalazł trotyl?	nie
Jak w mitologii egipskiej nazywał się opiekun zmarłych odprowadzający ich na sąd?	Anubis
Czy Afganistan graniczy z Irakiem?	nie
Jak miała na imię polska aktorka o nazwisku Jędrusik?	Kalina
Jak nazywał się za czasów pryncypatu skarbiec cesarski?	fiskus	fiscus
Jak nazywa się aktorka, która dwukrotnie wcieliła się w postać Lary Croft?	Angelina Jolie
Jak nazywa się plac w Londynie, na którym znajduje się kolumna Nelsona?	Trafalgar Square
Z kim tańcowała nitka w bajce Jana Brzechwy?	z igłą
Kto był ojcem Morfeusza?	Hypnos
Władca Omanu to sułtan, emir czy król?	sułtan
Co z angielskiego oznacza dosłownie foxtrot?	lisi krok
Czy w trakcie drugiego czytania ustawy można wnosić poprawki?	tak
Czy Stanisław Kisielewski był posłem?	tak
Czy Turcja jest członkiem UE?	nie
W jakim filmie Richard Chamberlain wcielił się w postać księdza rozdartego między powołaniem a miłością?	„Ptaki ciernistych krzewów”
Jaki symbol chemiczny ma ołów?	Pb
Kto był ojcem Pegaza?	Posejdon
W którym wieku rozpoczął się kult w Fatimie?	w XX	20
Kto jest autorem dzieła „O obrotach sfer niebieskich”?	Mikołaj Kopernik
O łaskę dla kogo prosi Senatora pani Rollison w III cz. Dziadów?	dla syna
Na jaką chorobą zapadła Nel, bohaterka „W pustyni i w puszczy”?	na malarię
Jak nazywa się jednoczesny wystrzał z wielu karabinów lub armat?	salwa
Czy z funduszy europejskich można finansować zajęcia teatralne dla osób niepełnosprawnych?	tak
Jak nazywa się miejsce, gdzie według Apokalipsy św. Jana ma odbyć się starcie sił dobra i zła?	Har-Magedon	Armagedon
Jaki tytuł nosi odpowiednik ministra spraw zagranicznych w USA?	sekretarz stanu
W którym wieku urodził się Michał Anioł?	w XV	15
Który utwór Zbigniewa Herberta kończy się słowami: „Bądź wierny, idź”?	Przesłanie pana Cogito
Basen Labradorski, Gujański, Angolski – to baseny którego oceanu?	Oceanu Atlantyckiego	Atlantyku
Jak nazywa się najlepszy uczeń w klasie albo szkole?	prymus
Dla której epoki charakterystyczne jest hasło „praca u podstaw”?	pozytywizm
Ile lat trwa kadencja polskiego prezydenta?	pięć	5
W jakim mieście powstał zespół The Beatles?	w Liverpoolu
Jak nazywa się nauka o ssakach?	mammologia
Jaką szczególną właściwość posiadał szyszak Hadesa?	pozwalał pozostać niewidzialnym	zapewniał niewidzialność
Co dosłownie oznacza zwrot „in vitro”?	w szkle
Jak brzmi pseudonim polskiego malarza samouka Epifaniusza Drowniaka?	Nikifor Krynicki
Który Polak jako pierwszy opłynął samotnie Ziemię bez zawijania do portów?	Henryk Jaskuła
Który renesansowy twórca słynął z drzeworytów?	Albrecht Dürer
W którym mieście znajduje się Bazylika Grobu Świętego?	w Jerozolimie
Propozycję objęcia stanowiska prezydenta którego kraju dostał w 1952 r. Albert Einstein?	Izraela
Dzieło Michała Anioła „Sąd Ostateczny” to fresk czy akwarela?	fresk
Jak nazywała się waluta Rosji przed wybuchem Rewolucji Październikowej?	rubel
Jak nazywa się największy stadion w Polsce?	PGE Narodowy	Stadion Narodowy
Jak miała na imię pajęczyca z Pszczółki Mai?	Tekla
Który kanclerz RFN otrzymał Pokojową Nagrodę Nobla?	Willy Brandt
Który szczyt jest wyższy: Giewont czy Kasprowy Wierch?	Kasprowy Wierch
W którym państwie wynaleziono proch strzelniczy?	w Chinach
W którym wieku została zawarta konwencja haska zakazująca używania broni dum-dum?	w XIX	19
Który zwrotnik przebiega przez Amerykę Południową?	Koziorożca
Niechcicowie to bohaterowie „Nad Niemnem” czy „Nocy i dni”?	„Nocy i dni”
W którym roku rozpoczęła się wojna koreańska?	w 1950
Co oznacza łacińskie słowo „vivat”?	niech żyje
Jak miała na imię ukochana Wokulskiego?	Izabela
Według Ignacego Krasickiego „miłe złego początki, lecz koniec...”?	żałosny
Jak miał na imię faraon z „Faraona” Bolesława Prusa?	Ramzes
W którym parku stoi dawny budynek Podchorążówki, w którym rozpoczęło się Powstanie Listopadowe?	w Łazienkach
Na podstawie której powieści Marka Hłaski wyreżyserowano „Bazę ludzi umarłych”?	„Następny do raju”
Jak z francuskiego nazywa się pomieszczenie w teatrze, w którym widownia przebywa w trakcie przerwy?	kuluary
Czy w trójkącie ostrokątnym wszystkie kąty są ostre?	tak
Jak nazywa się negatywna uchwała odnośnie działań rządu?	wotum nieufności
Czy Kongo jest najdłuższą rzeką Afryki?	nie
Które drzewo przedstawia korzenie rodzinne człowieka?	genealogiczne
Który szekspirowski bohater zadaje pytanie: „Być albo nie być”?	Hamlet
Jak nazywa się pęk kwiatów zawieszany na budynku na znak, że jego budowa jest na ukończeniu?	wiecha
Z którego państwa pochodził Celsjusz?	ze Szwecji
Jak nazywa się mecz tenisa, w którym grają pary mieszane?	mikst
Który instrument ma więcej strun: harfa czy wiolonczela?	harfa
Armię którego państwa pokonał Napoleon w 1806 roku pod Jeną?	Prus
W którym mieście został stracony Rudolf Höß, komendant obozu oświęcimskiego?	w Oświęcimiu
Ile cyfr zwykle liczy kod PIN?	cztery	4
Jaki tytuł nosi film Marka Piwowskiego, którego akcja rozgrywa sie na statku wycieczkowym?	„Rejs”
Jak nazywają się linie na mapie łączące punkty o tej samej głębokości dna morskiego?	izobaty
W powiedzeniu mówimy, że ktoś jest łysy jak która część ciała?	kolano
Jak nazywa się elastyczna deska umożliwiająca wybicie przy skokach do wody?	trampolina
Lituanistyka to nauka o literaturze i języku którego kraju?	Litwy
Kirys to nazwa broni siecznej, palnej czy części zbroi rycerskiej?	części zbroi
W architekturze islamu bab to okno czy brama?	brama
Która ryba jest największa?	rekin wielorybi
Kto w XVII wieku sformułował prawo powszechnego ciążenia?	Isaac Newton
Jak nazywa się fachowiec od analizy pisma ręcznego?	grafolog
Jak nazywa się polski okręt podwodny, który podczas II wojny światowej zniszczył 15 okrętów nieprzyjaciela?	Dzik
W którym współczesnym państwie leży historyczna kraina Galilea?	w Izraelu
Do czego służy pagaj?	do wiosłowania
Czy Islandia jest większa od Irlandii?	tak
Który król w 1364 r. utworzył Akademię Krakowską?	Kazimierz Wielki
Jak nazywa się dwuosobowy zespół instrumentalny albo śpiewacki?	duet
Co w kuchni nazywamy dressingiem?	sos do sałatki	sos
Jaką rzekę można ujrzeć z zamku Drohiczyn?	Bug
Którą część odzienia ma na myśli Francuz mówiąc „chapeau bas”?	kapelusz	melonik
Jak miała na imię dziewczyna z Albatrosa?	Beata
Jak nazywa się szybki obrót wykonywany na palcach jednej nogi?	piruet
Stolicą którego państwa jest miasto Katmandu?	Nepal
Co z łaciny oznacza „casus belli”?	powód wypowiedzenia wojny
Ptak pluszcz w sposób nietypowy dla ptaków śpiewających zdobywa jedzenie – jak?	nurkuje
Na dnie którego oceanu wznoszą się Góry Cesarskie?	Oceanu Spokojnego	Pacyfiku
Jak nazywa się podręcznik do podstawowej nauki czytania i pisania?	elementarz
Jak nazywa się zbiór wszystkich punktów płaszczyzny znajdujący się w jednakowej odległości od jednego punktu?	okrąg
Czy dalia i georginia to to samo?	tak
Ile była agentek, „aniołków Charliego”?	trzy	3
Którego cara przedstawia pomnik jeździec miedziany w Sankt Petersburgu?	Piotra Wielkiego
W którym roku zakończyła się wojna domowa w Hiszpanii?	w 1939
Długa biała szata którą ksiądz nosi pod ornatem to...?	alba
Kto jest autorem wiersza „Pośród niesnasek Pan Bóg uderza w ogromny dzwon”?	Juliusz Słowacki
W którym roku USA wypowiedziało wojnę Niemcom podczasz I wojny światowej?	w 1917
Jak w islamie nazywa się nieunikniony los, fatum?	kismet
Kim dla Jagny jest Dominikowa w powieści „Chłopi”?	matką
Człowiek w gorącej wodzie kąpany jest porywczy czy raczej spokojny?	porywczy
Jak nazywa się dział matematyki zajmujący się figurami płaskimi?	planimetria
W którym roku po rozpadzie Jugosławii Chorwacja ogłosiła niepodległość?	w 1991
W bitwie pod którym miastem z Tatarami zginął Henryk Pobożny?	pod Legnicą
Jaki zamach miał miejsce w 1926 r.?	majowy
W którym państwie leży miasto Kandahar?	w Afganistanie
Popularne w USA ciasto kruche apple pie to ciasto z którymi owocami?	z jabłkami
Czy katolickich księży obowiązuje teraz tonsura?	nie
Jak nazywała się muza tańca, której atrybutem była lira?	Terpsychora
Jakiego koloru jest pojęcie którego się nie ma?	zielonego	bladego
Floret, szpada, szabla – to konkurencje której dziedziny sportu?	szermierki
W których górach leży przełęcz Zawrat?	w Tatrach
Jaki symbol geometryczny istnieje na banknocie dziesięciozłotowym?	kwadrat
Z jakiej skały zbudowany jest Gerlach?	z granitu
Jak nazywa się konserwowanie mięsa przez nasycenie go saletrą i przyprawami?	peklowanie
Czy Władysław Jagiełło był pierwszym polskim królem o tym imieniu?	nie
Jak nazywa sie ozdobna szata wierzchnia nakładana na albę?	ornat
Czy secans i cosecans to funkcje trygonometryczne?	tak
Jak nazywa się wodny pająk budujący pod wodą tzw. dzwony?	topik
W którym roku wybuchła wojna zimowa fińsko-radziecka?	w 1939
Jak nazywamy operację odwrotną do różniczkowania?	całkowanie
Klasztor jakiego zakonu mieści się w Świętej Lipce?	jezuitów
Jak nazywali się szlachetnie urodzeni rycerze w feudalnej Japonii?	samurajowie
Kto pierwszy dopłynął do wybrzeży Ameryki Północnej – wikingowie, Fenicjanie czy Chińczycy?	wikingowie
Dokąd poszła Karolinka w śląskiej pieśni ludowej?	do Gogolina
„Submarine” to angielska nazwa jakiego rodzaju statku?	łodzi podwodnej
Jak miała na imię córka Bolesława Pobożnego, żona Władysława Łokietka?	Jadwiga
Co zgodnie z powiedzeniem jest dobre na frasunek?	trunek
Ile dwudziestominutowych części liczy mecz hokeja na lodzie?	trzy	3
Proszę dokończyć przysłowie: „nosił wilk razy kilka...”	ponieśli i wilka
Ile dni wolnego na żądanie przysługuje pracownikowi w ciągu roku?	cztery	4
Jak miał na imię odkrywca promieni X, Röntgen?	Wilhelm Conrad
Jak nazywała się wokalistka zespołu Hey?	Kasia Nosowska	Katarzyna Nosowska
Czy dzięcioły odlatują na zimę do ciepłych krajów z Polski?	nie
Jak nazywa się usuwanie owłosienia w celach leczniczych lub kosmetycznych?	depilacja
Jak nazywa się ptak składający najmniejsze jaja?	koliber	hawańczyk
Którego dnia grudnia wręczane są zawsze Nagrody Nobla z ekonomii?	dziesiątego	10
Czy knock down to to samo co knock out?	nie
Za rolę w którym filmie Vivien Lee otrzymała w 1940 r. Oscara?	„Przeminęło z wiatrem”
Czyja podobizna widnieje na banknocie dziesięciozłotowym?	Mieszka I
Za panowania którego króla powołana została Komisja Kruszcowa?	za Stanisława Augusta Poniatowskiego
W którym wieku Bruno Schulz napisał „Sklepy cynamonowe”?	w XX	20
Jak miała na imię siostra Lilli Wenedy?	Roza
Jak nazywają się łyżwy do jazdy szybkiej? Słowo pochodzi od rosyjskiego łyżwiarza?	panczeny
W którym mieście miała miejsce koronacja Stanisława Augusta Poniatowskiego?	w Warszawie
W Nowej Zelandii obowiązuje ruch samochodowy lewostronny czy prawostronny?	lewostronny
Odbywający się w Monachium Oktoberfest to święto jakiego trunku?	piwa
Za panowania której królowej doszło w 1707 r. do unii Anglii z Irlandią?	Anny Stuart
Jak nazywa się autorka książek „Karlsson z dachu”, „Bracia Lwie Serce”?	Astrid Lindgren
Skrętnice żyją w środowisku lądowym czy wodnym?	wodnym
Czy dyfuzja zachodzi w ciałach stałych?	tak
Wirtuozem którego instrumentu był Franciszek Liszt?	fortepianu
Przedstawicielem której epoki malarstwa był francuski malarz Eugène Delacroix?	romantyzmu
Który rzymski filozof, pisarz jest autorem słów: „dobro ludu winno być najwyższym prawem”?	Cyceron
Jak nazywa się chorobliwy lęk przed śmiercią?	tanatofobia
W którym polskim mieście znajduje się Jezioro Czerniakowskie?	w Warszawie
Liderem którego zespołu jest Ozzy Osbourne?	Black Sabbath
Kto był reżyserem filmów „Szepty i krzyki” oraz „Persona”?	Ingmar Bergman
Czy kiedykolwiek na banknotach obiegowych w Polsce znajdował się wizerunek Henryka Sienkiewicza?	tak
Kto w bajce Adama Mickiewicza już był w ogródku, już witał się z gąską?	lis
Jak miał na imię podstępny lis z bajki Marii Konopnickiej o krasnoludkach i sierotce Marysi?	Sadełko
Proszę rozszyfrować skrót PTTK?	Polskie Towarzystwo Turystyczno-Krajoznawcze
Grań to ostra krawędź stoku górskiego czy przełęcz górska?	ostra krawędź stoku górskiego
Jak nazywa się roczny plan przewidywanych wydatków i przychodów państwa?	budżet państwa
Na jakie wrota gapi się przysłowiowy wół?	na malowane
Dokończ: „siła złego na...”	jednego
Kto napisał „Odę do młodości”?	Adam Mickiewicz
Jak miał na imię pies Ali z elementarza?	As
W jakim lesie mieszkał Kubuś Puchatek?	w Stumilowym
Jak w żeglarstwie nazywa się wiatr wiejący skośnie od rufy?	baksztag
Miasto Bonn należało do RFN czy do NRD?	do RFN
Utlenianie to przyjmowanie czy oddawanie elektronów?	oddawanie	Którym słowem określano damy dworskie?
Kto napisał poemat Laura i Filon?	Franciszek Karpiński
Jakie inne państwo niż Chiny ma dostęp do Morza Żółtego?	Korea
Które współczesne państwo nosi łacińską nazwę Helvetia?	Szwajcaria
Czy Norwegia brała udział w I wojnie światowej?	nie
Jak w psychologii nazywa się umiejętność jasnego wyrażania własnej opinii?	asertywność
Pod którym niemieckim miastem w 1805 roku Napoleon zmusił do kapitulacji wojska austriackie?	pod Ulm
Proszę podać pierwsze imię Tolkiena?	John
Z cukru był król, z piernika paź – a z czego księżniczka?	z marcepana
Ile dni ma prezydent na podpisanie ustawy zatwierdzonej przez Sejm?	21 dni
Jaki węgiel wydobywa się w kopalni Turów?	brunatny
W którym wieku zostały sprowadzone do Europy kukurydza, tytoń, ziemniaki?	w XVI	16
Co w alpinistyce oznacza Korona Ziemi?	najwyższe szczyty kontynentów
Który kolor, oprócz czerwonego i białego, tworzy wraz z nimi flagę Jemenu?	czarny
Jaką wspólną nazwę mają największy półwysep w Ameryce Północnej i kanadyjska rasa psów myśliwskich?	Labrador
Jakie dwa pierwiastki dominują w skorupie ziemskiej?	tlen i krzem
W której dyscyplinie przyznawano puchar Rimeta?	w piłce nożnej
Jak nazywa się dział zoologii zajmujący się badaniem pajęczaków?	arachnologia
Czy tygrysy występują w Afryce?	nie
W którym europejskim państwie najwyższym i najstarszym orderem jest Order Zbawiciela?	Grecja
Który uczony odkrył prawo ruchu wahadła?	Galileusz
Jak nazywał się wahadłowiec, który odbył ostatni lot kosmiczny?	Atlantis
Ile dni Jezus pościł na pustyni?	czterdzieści	40
Dzielnicą którego miasta jest Oliwa?	Gdańska
W którym polskim serialu pojawiły się postaci Walusia Kwiczoły i Jędrusia Pyzdry?	w „Janosiku”
Który artysta renesansu jest autorem obrazu „Św. Anna Samotrzecia”?	Leonardo da Vinci
Jak nazywały się piece do wytopu stali, znane w Egipcie już 3000 lat p.n.e.?	dymarki
Czy Jadwiga, żona Henryka I Brodatego, została kanonizowana?	tak
Wirtuozem którego instrumentu jest Kaja Danczowska?	skrzypiec
Jak nazywa się wynagrodzenie żołnierza służby zasadniczej?	żołd
Jak nazywa się największa jaszczurka?	waran
Alkierz to mebel, broń czy część budynku?	część budynku
Kto dowodził wojskami polskimi pod Grunwaldem?	Władysław Jagiełło
Za panowania którego polskiego króla według przysłowia wyginęła szlachta?	Jana Olbrachta
„O, wieści gminna!” – z którego utworu Adama Mickiewicza pochodzi ten cytat?	z „Konrada Wallenroda”
Ile lat trwała wojna między Polską a Zakonem Krzyżackim rozpoczęta w 1454 r?	trzynaście	13
Jak nazywa się żydowski cmentarz?	kirkut
Dokąd zmierzał Koziołek Matołek w książce Kornela Makuszyńskiego?	do Pacanowa
Który polski pisarz opisywał wizje szklanych domów?	Stefan Żeromski
Ile dwuznaków jest w wyrazie chrząszcz?	cztery	4
Jak brzmi komenda sędziego bokserskiego nakazująca zawodnikom odstąpienie od siebie?	break
Na terenie którego państwa leży pustynia Kara-kum?	Turkmenistanu
Jak nazywa się dawna polska srebrna moneta, warta dobrego żartu?	tynf
Jaki kryptonim nosiła akcja Wojska Polskiego w 1947 mająca na celu likwidację jednostek UPA?	Wisła
Które miasto hitlerowskie wojska oblegały przez 900 dni?	Leningrad
Która aktorka zagrała główne role w filmach „Błękitny anioł” i „Blond Wenus”?	Marlena Dietrich	Marlene Dietrich
Czy Safona z wyspy Lesbos była postacią historyczną czy mityczną?	historyczną
Czy Antonín Dvořák żył w XX wieku?	tak
Jakiego mleka brakuje osobie, która ma wszystko, czego zapragnie?	ptasiego
Co oznacza skrót 4WD na samochodach?	napęd na cztery koła	napęd na 4 koła	four wheel drive
W którym województwie leży Giżycko?	w warmińsko-mazurskim
Czy w golfie odbywa się Wielki Szlem?	tak
Czy poeta Lucjan Rydel tworzył także sztuki teatralne?	tak
W którym państwie została ogłoszona „Deklaracja praw człowieka i obywatela”?	we Francji
Która kawa zawiera alkohol: po turecku czy po irlandzku?	po irlandzku
W którym mieście zmarł Sławomir Mrożek?	w Nicei
Jak nazywał się autor powieści „Wierna rzeka”?	Stefan Żeromski
W którym polskim mieście wybrzeża znajduje się Fontanna Neptuna?	w Gdańsku
Na którym kontynencie leżała Kartagina?	w Afryce
Jak nazywał się reżyser pierwszego polskiego w filmu w 3D: „Bitwa Warszawska”?	Jerzy Hoffman
Które owady australijskie tworzą ogromne kopce, wysokie na 6 metrów?	termity
Co jest dłuższe: mila morska czy kilometr?	mila morska
W którym zespole ludowym w początkach kariery śpiewała Irena Santor?	Mazowsze
W którym mieście znajduje się cmentarz na Rossie?	w Wilnie
Ku czci której greckiej bogini organizowane były panatenaje?	Atena
Co ma pod stopami Wenus na obrazie Botticellego pt. „Narodziny Wenus”?	muszlę
Czy wszystkie samogłoski w polskim języku są dźwięczne?	tak
W co nie daje sobie dmuchać osoba stanowcza?	w kaszę
Jak miał na imię generał amerykański McArthur?	Douglas
Jak nazywał się właściciel cukierni, w której w latach 1905-12 działała grupa Zielony Balonik?	Jan Apolinary Michalik
Czy Toruń należał do Księstwa Warszawskiego?	tak
Ilu synów miał patriarcha Jakub?	dwunastu	12
Zwolnienie której robotnicy spowodowało strajk w Stoczni Gdańskiej?	Anny Walentynowicz
Częścią którego oceanu jest Morze Czerwone?	Oceanu Indyjskiego
Do którego warzywa odsyłamy coś, co się do niczego nie nadaje?	do chrzanu
Jak z greki nazywa się chorobliwy strach przed ogniem?	pirofobia
W którym wieku ukazał się na łamach Kuriera Codziennego ostatni odcinek „Lalki”?	w XIX	19
Jak nazywał się Michał Anioł?	Buonarotti
Jak ma na imię ciocia w piosence Agnieszki Osieckiej „Damą być”?	Jadzia
Czy koziołek Matołek dotarł w końcu do Pacanowa?	tak
Nad którym morzem leżą Inflanty?	nad morzem Bałtyckim	nad Bałtykiem
Jak nazywa się modyfikowany tlenek cyrkonu, imitujący diament?	cyrkonia
W którym miesiącu 1968 roku miały miejsce w Polsce protesty studentów?	w marcu
Jak w gwarze więziennej nazywa się nielegalnie przemycony list?	gryps
Do kogo Oleńka z Potopu zwraca się słowami: „ran Twoich niegodnam całować”?	do Kmicica
Jak po staropolsku zwał się okres od Bożego Narodzenia do Trzech Króli?	Gody
Proszę podać wzór na objętość prostopadłościanu o krawędziach a, b i c?	abc	a * b * c
W którym mieście odbyła się premiera opery Giuseppe Verdiego „Aida”?	w Kairze
Jak nazywał się podróżnik i żołnierz, który dokonał podboju Madagaskaru?	Maurycy Beniowski
Jakie warzywo jest jednym z głównych składników kopytek?	ziemniaki
Dla kogo był przeznaczony obóz zwany oflag?	dla oficerów
Czy Watykan jest członkiem ONZ?	nie
W którym mieście w USA dzieje się akcja filmu „Kochaj albo rzuć”?	Chicago
Która rzeka o długości ok. 300 km rozdziela USA i Meksyk?	Rio Grande
W którym amerykańskim mieście podpisano Deklarację Niepodległości?	w Filadelfii
W którym europejskim mieście znajduje się kościół La Sagrada Familia?	w Barcelonie
Ile dzieci miał Moniuszko?	dziesięcioro	10
Czy w Monako odbywają się rajdy Formuły 1?	tak
Ile miesięcy zaczyna się na literę L?	trzy	3
Jaką nazwę pochodzącą z łacińskiego nosi drewniana okładzina ścian?	boazeria
W którym mieście stoi średniowieczna twierdza Tower?	w Londynie
Leopard to czołg jakiej produkcji?	niemieckiej
Jak z angielskiego nazywa się bułka z ciepłą parówką?	hot-dog
Jakie imię nosi archanioł opisany w Księdze Daniela jako opiekun narodu izraelskiego?	Michał
Jak nazywa się pustynny obszar na terenie Mongolii i Chin?	Pustynia Gobi
Jak nazywa się uruchomiony w 2013 roku największy na świecie radioteleskop w Chile?	ALMA	Atacama Large Millimeter Array
Jak położona jest płetwa u waleni: pionowo czy poziomo?	poziomo
Jak nazywa się plac przed Zamkiem Królewskim w Warszawie?	plac Zamkowy
Hajducy w wojsku polskim w XVI i XVII wieku walczyli pieszo czy konno?	pieszo
Jaką boginię nago podpatrzył w kąpieli Akteon?	Artemidę
Jak nazywa się główny kościół diecezji, przy którym mieści się siedziba biskupa?	katedra
Jak nazywa się parlament Hiszpanii?	Kortezy
Co grają kiszki gdy jesteśmy głodni?	marsza
Żoną którego przywódcy Argentyny była Evita?	Juana Perona	Juana Peróna
Czy chrześcijanie unici uznają zwierzchność papieża?	tak
W którym balecie Piotra Czajkowskiego występują postacie Odetty i Zygfryda?	w „Jeziorze Łabędzim”
Trybuszon to przestarzała nazwa którego przedmiotu?	korkociągu
Jak potocznie nazywano radzieckie samochody terenowe marki GAZ?	gaziki
Na którym cmentarzu znajduje się grób Chopina?	na cmentarzu Père-Lachaise
W którym wieku żył polski pisarz Mikołaj Sęp-Szarzyński?	w XVI	16
Czy Herbert von Karajan komponował symfonie?	nie
Jak nazywa się największe jezioro w Armenii?	Sewan
Jak miała na imię ukochana doktora Judyma z „Ludzi bezdomnych”?	Joanna
W którym województwie leżą Płowce?	w kujawsko-pomorskim
Czyją ukochaną była Dalila?	Samsona
Czy Uniwersytet Oksfordzki mieści się w Londynie?	nie
Tonkin to materiał do wyrobu wędek wykonany z jakiej rośliny?	z bambusa
W którym roku został podpisany traktat wersalski?	w 1919
Jak nazywa się najniższa figura w kartach?	walet
Jak w gwarze łowieckiej nazywają się uszy zająca?	słuchy
W którym mieście rozgrywa się akcja West Side Story?	w Nowym Jorku
Przemysław Niemiec i Rafał Majka to polscy kolarze czy żużlowcy?	kolarze
